Review,Sentiment
"Disappointed: With the cost of these bulbs I was expecting a WOW when I turned them on, but only got a very slight improvement from the previous bulbs",Negative
"PIAA are whiter: There brighter,whiter when I first used these I wasn't to impressed",Negative
An Essential For CD Mixer's!!: This double volume CD is a great tool for the begginer and experts DJ who mixes CDs,Positive
awsume: i got this just it time to winterize our camper its better than draining all the water and replacing with anti freeze,Positive
Rugged!: Winteriziing your RV can be a challenge at times depending on HOW you do it,Positive
This is a great tool to help you winterize your RV: I used this tool to winterize our travel trailer,Positive
Too Restrictive to allow air volume needed,Negative
A great delivery with lots of room for improvements,Positive
"Impractical: The previous reviews must have come from students of the Company's, or students of students of the  Company's",Negative
First Knight: The legend of King Arthur finds new meaning in this powerful romantic novel,Positive
"First Knight (Cassette): Excellent service, prompt delivery, excellent conditonas described, packaged well",Positive
One of my all time favorite deliverys back in print!: A dog-eared copy of this delivery was got over and over at our house when I was growing up,Positive
"Biography of a Grissly by Seton: I didn't realize that there was no illustrations in the delivery and Seton was a very fine illustrator, so why would you publish one of his deliverys without the illustrations?",Negative
Ray Charles early years: I am very disappointed with this CD set,Negative
Quality surprisingly bad: I am really disappointed with the quality of this 2 CD set,Negative
A tribute to the abilities of the WWII small carrier,Positive
"Salty, irreverent, highly amusing: Clear the Decks!""Salty, irreverent, highly amusing"" -- New York Times""One of the best adventure tales of the war",Positive
"A real-life lesson in leadership: In the forward, the  Company remarks that this delivery will never be used as a textdelivery in any of the high-level military schools",Positive
"These are NOT the ORIGINAL ARTISTS!!!!: Don't make the same mistake I did!!! First of all, there are only 6 discs, NOT the 7 discslisted! And, if you are interested in quality - meaning you'd like to hear these songs sung by the actual people who made them famous - then DON'T buy this product!!!",Negative
great american spice company: stay away from Great American Spice company,Negative
WILL NOT ORDER FROM THIS STORE AGAIN!: This delivery arrived 2 months after I ordered it,Negative
"I find that Jeff Gold music is exceedingly uplifting!!: I own two CD's by Jeff Gold: ""Escapes"", and ""The Soul of the Mountain""",Positive
Dr,Positive
OMG!!!: One of the top 10 worst deliverys ever,Negative
You'll ease your stress if you use the advice in this delivery: Jim and John have a wonderful way of making you feel like you're sitting down at your kitchen table with a bankruptcy attorney who only has your best interests at heart,Positive
I think that its a good delivery: Anthony's works are all easy to got and the world of xanth draws you in automatically; I guess its the deliveryworm's equivalent of junk food--not nourishing for your literary education but satisfying nothenless,Positive
One of those addicting Xanth novels,Negative
"What were they thinking?: Seriously, I am quite the fantasy goter",Negative
Noddy Songs from Toyland: The CD cover shows the 'performer as Noddy',Negative
"ORDOR GONE: This is a great product for a caregiver, as I am",Positive
Del Shannon Shines: Del Shannon wrote some of the most distributing and depressing songs in rock music,Positive
got as fiction: You know -- this is ok -- but- I am an excellent researcher and I have not been able to verify anything that is in this delivery,Negative
Worked Great,Positive
Great little tool: I bought this because of errors on my Nikon camera to see if cleaning the contacts for the compact flash card would correct the issue,Positive
"A great idea, but",Negative
"Terrible, Terrible, Terrible",Negative
"It could be better: Thw writer has done a marvellous job, writing the hiproduct of USAAF in one volume only, in a modern and acesible language",Negative
An unbiased hiproduct: One of the best deliverys you will find on the Army Air Force prior to and during World War II,Positive
"Check the facts: I picked up this delivery because I was researching my grandfather, who was a B-17 pilot shot down over Switzerland",Negative
Not real hiproduct: This guy does not check his facts with primary sources and has many axes to grind,Negative
Lovely Like The Moon: Some nights when I leave work for the day I look into the night and always feel so much better when I discover there is a full moon,Positive
Vintage Warnes: A wonderful collection depicting Jennifer's unique talent from early on through her later years! It is a truly captivating and memorable musical journey with this Jennifer Warnes album,Positive
Essential: This is an essential collection of Jennifer Warnes early work (pre-Famous Blue Raincoat) for enthusiasts,Positive
Excellent Recording Artist: Jennifer Warnes has always been a great recording artist and has made some fantastic titles songs for some of the greatest films in the past,Positive
OOPS,Negative
"This ""Review"" Will Not Be Helpful: Is Jennifer Warnes doomed to do Product music to make a few bucks? With that crystal voice of hers, why doesn't somebody write this broad some good commercial songs where she can show what she's got?",Positive
Great Show - I was there!: Great DVD! I waited 6 hours for front row seats general admission,Positive
sad: a long time lou reed fan was so looking forward to recieving this dvd,Negative
This cd is absolutely awesome,Positive
"Great Early Dixie Chicks Single!: ""Goodbye Earl"" was the single that opened my eyes for the Dixie Chicks",Positive
Monster memories: Good Copy of orginal score,Positive
"A Great Find!: It is fantastic for me, as for any huge Universal Horror fan, to find the wonderful music of Frank Skinner available on CD",Positive
"IT ""s GREAT ( realy): hey i love it but im an old horror Product fan , if you lov the clissic horrors you'll lov this , it realy is great , i love it ,",Positive
Examining the Myths: I felt like cheering most of the time as I got this delivery,Positive
Just because she couldn't do it: Doesn't mean other women can't,Negative
sad state of affairs: Checked this sad excuse for a delivery out at the library -- glad I didn't pay for it,Negative
"Where's ""The Myth of Working Fathers""?: The  Company's message, in essence, is that working mothers are not ""real"" mothers",Negative
Misguided  Company: The  Company is attempting to justify her own choices by putting down working mothers,Negative
Ideological rant: This delivery is meant to make working mothers feel guilty while glorifying the stay-at-home mom,Negative
