,Review,Sentiment,liked
9177,WASTE OF TIME AND MONEY: I bought this toy to give my grandson for his birthday,Negative,0
9178,Fun for Tots and Preschoolers: We just got this for our 2 1/2 year old and 4 1/2 year old,Positive,1
9179,Doesn't work: I bought this game for my children at Christmas and it didn't work from the second we pulled it from the package,Negative,0
9180,"Great fun, no pieces: I am a dental hygientist and this toy is the hit with kids from 2 thru 15!! I give it 5 stars, somehow it found its way home with a patient and now I am so glad I found it again",Positive,1
9181,"Cheap, Entertaining Toy for Preschoolers: I bought this when my twins were 3 1/2",Positive,1
9182,Fun but short lived: I think this is best for 1-3 year olds,Positive,1
9183,Travel Toy: I was VERY disappointed with this toy,Negative,0
9184,Fragile: This toy broke within the first two minutes that I took it out of the box,Positive,1
9185,"Crocodile Doom: The product is flaky, fragile and small",Negative,0
9186,"May not appeal to toddler: My 3-year old toddler loved playing ""snatch-the-toast"" from her toy toaster so I bought her the crocodile dentist",Negative,0
9187,Broken right out of the box: At first the jaw didn't close even after I pushed all the teeth in,Negative,0
9188,Cheap Plastic: This toy did not last 1 day,Negative,0
9189,"Instantly broke: We had a larger ""Crocodile dentist"" toy that my 2 and 4 year old really loved playing with",Negative,0
9190,"Very small, flimsy and not working properly: Head gets stuck and does not snap",Negative,0
9191,disappointed: We played with this gift three tiems and it broke,Negative,0
9192,Not enough info: The description didn't say that it was the small version! I wanted the bigger version,Negative,0
9193,Bad purchase: This is not a very good toy,Negative,0
9194,"Horrible Quality: This isn't at all like the Milton Bradley version, it's VERY VERY cheap brittle plastic",Negative,0
9195,"doesn't live up to expectations: Since this game gave no dimensions, I had to guess at it's size",Negative,0
9196,piece of junk: We played this game twice and it broke,Negative,0
9197,"This Toy is JUNK!!!: I bought this toy for my Grandson for Christmas, because he asked for it",Negative,0
9198,"Cute Concept, broke within 5 minutes: I purchased this toy for my 3 year old nephew, who absolutely loves crocodiles",Negative,0
9199,"fun when it works: This is definitially not as fun as the original 1990 one with removable teeth, and its lungeing motion",Negative,0
9200,"cute idea, but not worth it, save your money: Cute idea, but toy is cheaply made and doesn't work most of the time",Negative,0
9201,Silly Stupid Fun!: We bought this as a clearance item for a lot cheaper than what it's selling for on Amazon,Positive,1
9202,Not what I was hoping for,Negative,0
9203,Boring,Negative,0
9204,*: Played game with 4 year old students- they loved it,Positive,1
9205,Exciting Kid Toy: I could sense the heart pumping excitement builds up every time my 4 year old play this game,Positive,1
9206,"Scary: I bought it for 2 1/2 old, and she hates it, she is soooo scared of it, she cannot even see it, maybe she will be goty in 10 years",Negative,0
9207,Disappointed: I was disappointed in this toy,Negative,0
9208,Disapointed: WARNING! THIS IS NOT THE CROCODILE DENTIST GAME THAT YOU GREW UP WITH! I had the idea to buy Crocodile Dentist for a Christmas present for a five year old boy,Negative,0
9209,Horrible: My 4 year old hates this toy,Negative,0
9210,"Crocodile Dentist: It started out being fun, but was too hurtful to little fingers",Negative,0
9211,cute toy: Our son will be getting this for X-mas,Positive,1
9212,This was the worst toy I have ever purchased: This was awful,Negative,0
9213,"Disappointed: My 7 year old son with special needs is very interested in anything related to dentistry (deliverys about going to the dentist, the deliverys Open Wide and Dr",Negative,0
9214,"Best game of all time: If you are looking for something fun for any age, look no further",Positive,1
9215,Purchased twice-never worked: My 4 year old used his piggy bank money to purchas this toy,Negative,0
9216,awful: I just gave this to my 3 year old for her birthday tonight,Negative,0
9217,Broke after a week: A tooth fell out but could still play it,Negative,0
9218,"unhappy: don't buy this, broke out of the box,poor quality item, dissapointed child,worst present ever,stay away from this game not worth the time or money",Negative,0
9219,crowd pleaser: This is a small game - easy to pack and take anywhere,Positive,1
9220,Don't waste your money: This is a knock off of the real toy,Negative,0
9221,NOT the Crocodile Dentist you think you're getting,Negative,0
9222,"broken when I opened the box: When I opened the box, I pushed down the teeth to see how hard it would clamp shut and it didn't clamp shut",Negative,0
9223,Best Chocolate bar ever: This is by far my favorite and the best chocolate bar I have ever eaten!!!!! YUM!!!,Positive,1
9224,"Cheap and works really well!: Bought a pair of these after goting about a little DIY someone did with the SonySony SS-B3000 deliveryshelf Speakers (Pair, Black)and adding a crossover to them",Positive,1
9225,"Beautiful music, lousy packaging: I was glad to see this disc reissued, even as a CD-R, but despite the beautiful music, I cannot recommend this disc because of the lack of any information other than the track listing",Negative,0
9226,He Had a Great Voice: Matt Monro had a great voice,Positive,1
9227,The Mennonite Hymnal: I collect old hymnals and lived in Mennonite country for a few years,Positive,1
9228,"Tedious Reds under the beds stuff: Mr Drury's earlier novels are well received (Advise and Consent, particularly)",Negative,0
9229,its nice: I was replacing my old cook delivery & I thought this was the same one but it isn't but it is a nice cook delivery,Positive,1
9230,Best show you've never seen: This is the last good show that MTV ever made,Positive,1
9231,So Sad,Positive,1
9232,Hilarious!: So many clever references in this show,Positive,1
9233,Greatest animated show ever: This is the best animated series ever,Positive,1
9234,"Amazing: Loved this show eight years ago, still loving it now",Positive,1
9235,"I was lost, and then with Emanuel, I was found",Positive,1
9236,"Ultra-bad sound quality: This is a classic film that, alas, has not aged well",Negative,0
9237,Bowie and Ronson - nothing more need be said!: I have to chuckle at the perfectionists that diss this DVD because of the video quality,Positive,1
9238,Classic Bowie and Ronson: This is one cool but dated video,Positive,1
9239,glam rock at it's best: A great representation of the era of glam rock as created by Bowie,Positive,1
9240,I'm a hardcore early David Bowie fan BUT: This concert film stinks! The camerawork is worse than clumsy--it looks like something a spastic with a Handicam would have done,Negative,0
9241,"Stardust Memories: If you like all that pre-grunge grunge dressed up in outlandish costumes and enough make-up to cause Angela Bowie blush, you'll David and the Spiders ripping their way through their hits and a couple of covers including Mott the Hoople's ""All the Young Dudes"" and Lou Reed's ""White Light, White Heat",Positive,1
9242,"Don't Get Me Wrong, I Still Love Bowie: The fatal flaw of this video is not Bowie's performance (he is brilliant), but its inferior production quality",Negative,0
9243,Where in the world is the original mix?: I have not seen nor heard the DVD release of this work but I have the VHS version,Negative,0
9244,A nice DVD: I have this on both DVD and video and there isn't that much difference,Positive,1
9245,"disappointing: One of the first DVDs I ordered and of those first few, the one I most looked forward to",Negative,0
9246,Agree with Maltin: I am a Bowie fan and I found this unlistenable and almost unwatchable,Negative,0
9247,You must be a Bowie fanatic to recomend this dvd,Negative,0
9248,"Ziggy stardust & the DVD from the rubbish bin: I borrowed this DVD from my local library, I was taken a back with the quality of this DVD, it looks like a crap video that is a shambles, The audio is reasonable in 5",Negative,0
9249,Camera work not 100% but great music all the same,Positive,1
9250,"The Best delivery In The World!!: I have got over 100 deliverys, but none as fabulous as this one",Positive,1
9251,My nephews love them!: I purchased 2 of them for my nephews so that they don't fight with one another,Positive,1
9252,"More plastic toys, but they'll have fun",Positive,1
9253,"pretty but delicate: this is a really pretty ring, but, since it is ""rolling"" type ring, the gems fall out quite easily",Negative,0
